time/s	<Ewe/V>	I/mA	
1.473705162771075E+003	3.8189666E+000	1.9324553E+002
1.473805162768549E+003	3.8131280E+000	1.9327101E+002
1.473905162766023E+003	3.8219712E+000	1.9326463E+002
1.474005162763497E+003	3.8170969E+000	1.9330920E+002
1.474105162760970E+003	3.8210914E+000	1.9324553E+002
1.474205162758444E+003	3.8152351E+000	1.9329012E+002
1.474305162755918E+003	3.8075664E+000	1.9335376E+002
1.474405162753392E+003	3.8145339E+000	1.9329012E+002
1.474505162750866E+003	3.8087647E+000	1.9323917E+002
1.474605162748339E+003	3.8199506E+000	1.9322643E+002
1.474705162745813E+003	3.8162200E+000	1.9324553E+002
1.474805162743287E+003	3.8196635E+000	1.9321370E+002
1.474905162740761E+003	3.8216124E+000	1.9326463E+002
1.475005162738235E+003	3.8237212E+000	1.9326463E+002
1.475105162735708E+003	3.8237598E+000	1.9323917E+002
1.475205162733182E+003	3.8322518E+000	1.9322008E+002
1.475305162730656E+003	3.8275177E+000	1.9324553E+002
1.475405162728130E+003	3.8241363E+000	1.9329012E+002
1.475505162725603E+003	3.8213420E+000	1.9325191E+002
1.475605162723077E+003	3.8177402E+000	1.9329012E+002
1.475705162720551E+003	3.8207395E+000	1.9327101E+002
1.475805162718025E+003	3.8167150E+000	1.9329646E+002
1.475905162715499E+003	3.8111954E+000	1.9325191E+002
1.476005162712972E+003	3.8142033E+000	1.9325191E+002
1.476105162710446E+003	3.8189988E+000	1.9330920E+002
1.476205162707920E+003	3.8195515E+000	1.9318822E+002
1.476305162705394E+003	3.8173883E+000	1.9326463E+002
1.476405162702868E+003	3.8114588E+000	1.9330283E+002
1.476505162700341E+003	3.8168914E+000	1.9323280E+002
1.476605162697815E+003	3.8159084E+000	1.9332829E+002
1.476705162695289E+003	3.8199022E+000	1.9329012E+002
1.476805162692763E+003	3.8288691E+000	1.9323280E+002
1.476905162690236E+003	3.8220127E+000	1.9320732E+002
1.477005162687710E+003	3.8174534E+000	1.9322643E+002
1.477105162685184E+003	3.8163667E+000	1.9327101E+002
1.477205162682658E+003	3.8102109E+000	1.9334740E+002
1.477305162680132E+003	3.8120325E+000	1.9324553E+002
1.477405162677605E+003	3.8065069E+000	1.9322008E+002
1.477505162675079E+003	3.8112359E+000	1.9322643E+002
1.477605162672553E+003	3.8077679E+000	1.9327101E+002
1.477705162670027E+003	3.8110089E+000	1.9326463E+002
1.477805162667501E+003	3.8134465E+000	1.9326463E+002
1.477905162664974E+003	3.8129435E+000	1.9319460E+002
1.478005162662448E+003	3.8144393E+000	1.9330920E+002
1.478105162659922E+003	3.8212562E+000	1.9330920E+002
1.478205162657396E+003	3.8247519E+000	1.9328372E+002
1.478305162654869E+003	3.8237584E+000	1.9325826E+002
1.478405162652343E+003	3.8220496E+000	1.9331557E+002
1.478505162649817E+003	3.8169470E+000	1.9332193E+002
1.478605162647291E+003	3.8151689E+000	1.9325191E+002
1.478705162644765E+003	3.8127506E+000	1.9329012E+002
1.478805162642238E+003	3.8202169E+000	1.9335376E+002
1.478905162639712E+003	3.8221896E+000	1.9327736E+002
1.479005162637186E+003	3.8187423E+000	1.9326463E+002
1.479105162634660E+003	3.8181677E+000	1.9327101E+002
1.479205162632134E+003	3.8214459E+000	1.9332193E+002
1.479305162629607E+003	3.8251238E+000	1.9325826E+002
1.479405162627081E+003	3.8199172E+000	1.9329012E+002
1.479505162624555E+003	3.8122573E+000	1.9320097E+002
1.479605162622029E+003	3.8102500E+000	1.9321370E+002
1.479705162619503E+003	3.8175397E+000	1.9321370E+002
1.479805162616976E+003	3.8173811E+000	1.9320097E+002
1.479905162614450E+003	3.8212848E+000	1.9327736E+002
1.480005162611924E+003	3.8086853E+000	1.9329012E+002
1.480105162609398E+003	3.8148661E+000	1.9325191E+002
1.480205162606871E+003	3.8136544E+000	1.9324553E+002
1.480305162604345E+003	3.8164053E+000	1.9328372E+002
1.480405162601819E+003	3.8123012E+000	1.9321370E+002
1.480505162599293E+003	3.8178473E+000	1.9324553E+002
1.480605162596767E+003	3.8210340E+000	1.9330283E+002
1.480705162594240E+003	3.8173604E+000	1.9322008E+002
1.480805162591714E+003	3.8175762E+000	1.9326463E+002
1.480905162589188E+003	3.8184328E+000	1.9325191E+002
1.481005162586662E+003	3.8197300E+000	1.9322008E+002
1.481105162584136E+003	3.8220425E+000	1.9325191E+002
1.481205162581609E+003	3.8215480E+000	1.9332829E+002
1.481305162579083E+003	3.8202279E+000	1.9320097E+002
1.481405162576557E+003	3.8188553E+000	1.9327101E+002
1.481505162574031E+003	3.8120732E+000	1.9323917E+002
1.481605162571504E+003	3.8117352E+000	1.9328372E+002
1.481705162568978E+003	3.8066978E+000	1.9325826E+002
1.481805162566452E+003	3.8000426E+000	1.9324553E+002
1.481905162563926E+003	3.8046923E+000	1.9330283E+002
1.482005162561400E+003	3.8066328E+000	1.9327101E+002
1.482105162558873E+003	3.8059914E+000	1.9327736E+002
1.482205162556347E+003	3.8073764E+000	1.9329012E+002
1.482305162553821E+003	3.8079751E+000	1.9327101E+002
1.482405162551295E+003	3.8241179E+000	1.9321370E+002
1.482505162548769E+003	3.8118658E+000	1.9329646E+002
1.482605162546242E+003	3.8162699E+000	1.9329012E+002
1.482705162543716E+003	3.8197312E+000	1.9334740E+002
1.482805162541190E+003	3.8131065E+000	1.9329646E+002
1.482905162538664E+003	3.8126225E+000	1.9329012E+002
1.483005162536138E+003	3.8158953E+000	1.9329012E+002
1.483105162533611E+003	3.8150632E+000	1.9336012E+002
1.483205162531085E+003	3.8199441E+000	1.9329646E+002
1.483305162528559E+003	3.8221745E+000	1.9324553E+002
1.483405162526033E+003	3.8262985E+000	1.9323280E+002
1.483505162523506E+003	3.8160956E+000	1.9321370E+002
1.483605162520980E+003	3.8206220E+000	1.9334103E+002
1.483705162518454E+003	3.8177919E+000	1.9320097E+002
1.483805162515928E+003	3.8156703E+000	1.9323917E+002
1.483905162513402E+003	3.8191366E+000	1.9323917E+002
1.484005162510875E+003	3.8190870E+000	1.9323280E+002
1.484105162508349E+003	3.8162611E+000	1.9328372E+002
1.484205162505823E+003	3.8216414E+000	1.9326463E+002
1.484305162503297E+003	3.8230512E+000	1.9322008E+002
1.484405162500771E+003	3.8231051E+000	1.9329012E+002
1.484505162498244E+003	3.8218513E+000	1.9327101E+002
1.484605162495718E+003	3.8159235E+000	1.9323280E+002
1.484705162493192E+003	3.8190894E+000	1.9329012E+002
1.484805162490666E+003	3.8199849E+000	1.9330920E+002
1.484905162488139E+003	3.8285117E+000	1.9326463E+002
1.485005162485613E+003	3.8183696E+000	1.9328372E+002
1.485105162483087E+003	3.8234780E+000	1.9325191E+002
1.485205162480561E+003	3.8218327E+000	1.9332829E+002
1.485305162478035E+003	3.8181071E+000	1.9325191E+002
1.485405162475508E+003	3.8137140E+000	1.9325826E+002
1.485505162472982E+003	3.8132055E+000	1.9326463E+002
1.485605162470456E+003	3.8168089E+000	1.9328372E+002
1.485705162467930E+003	3.8207388E+000	1.9318822E+002
1.485805162465404E+003	3.8276849E+000	1.9334740E+002
1.485905162462877E+003	3.8209240E+000	1.9327101E+002
1.486005162460351E+003	3.8226922E+000	1.9328372E+002
1.486105162457825E+003	3.8221412E+000	1.9331557E+002
1.486205162455299E+003	3.8224359E+000	1.9330283E+002
1.486305162452772E+003	3.8294740E+000	1.9324553E+002
1.486405162450246E+003	3.8232744E+000	1.9325826E+002
1.486505162447720E+003	3.8202460E+000	1.9328372E+002
1.486605162445194E+003	3.8182349E+000	1.9331557E+002
1.486705162442668E+003	3.8165221E+000	1.9328372E+002
1.486805162440141E+003	3.8213716E+000	1.9322008E+002
1.486905162437615E+003	3.8106248E+000	1.9325191E+002
1.487005162435089E+003	3.8151922E+000	1.9318822E+002
1.487105162432563E+003	3.8131335E+000	1.9328372E+002
1.487205162430037E+003	3.8152664E+000	1.9330283E+002
1.487305162427510E+003	3.8181190E+000	1.9327736E+002
1.487405162424984E+003	3.8159220E+000	1.9325826E+002
1.487505162422458E+003	3.8172746E+000	1.9332193E+002
1.487605162419932E+003	3.8134589E+000	1.9320732E+002
1.487705162417406E+003	3.8143785E+000	1.9321370E+002
1.487805162414879E+003	3.8211153E+000	1.9332193E+002
1.487905162412353E+003	3.8245764E+000	1.9323917E+002
1.488005162409827E+003	3.8177073E+000	1.9326463E+002
1.488105162407301E+003	3.8192008E+000	1.9329646E+002
1.488205162404774E+003	3.8205624E+000	1.9332829E+002
1.488305162402248E+003	3.8180227E+000	1.9326463E+002
1.488405162399722E+003	3.8195415E+000	1.9323917E+002
1.488505162397196E+003	3.8129253E+000	1.9321370E+002
1.488605162394670E+003	3.8172512E+000	1.9323917E+002
1.488705162392143E+003	3.8080237E+000	1.9322643E+002
1.488805162389617E+003	3.8110356E+000	1.9317551E+002
1.488905162387091E+003	3.8133302E+000	1.9329646E+002
1.489005162384565E+003	3.8231299E+000	1.9329646E+002
1.489105162382039E+003	3.8179791E+000	1.9329646E+002
1.489205162379512E+003	3.8192835E+000	1.9328372E+002
1.489305162376986E+003	3.8142352E+000	1.9327736E+002
1.489405162374460E+003	3.8168170E+000	1.9317551E+002
1.489505162371934E+003	3.8117959E+000	1.9330283E+002
1.489605162369407E+003	3.8171740E+000	1.9329012E+002
1.489705162366881E+003	3.8169034E+000	1.9330920E+002
1.489805162364355E+003	3.8136115E+000	1.9325826E+002
1.489905162361829E+003	3.8068478E+000	1.9320732E+002
1.490005162359303E+003	3.8072526E+000	1.9326463E+002
1.490105162356776E+003	3.8043704E+000	1.9327101E+002
1.490205162354250E+003	3.8109803E+000	1.9327736E+002
1.490305162351724E+003	3.8159473E+000	1.9325191E+002
1.490405162349198E+003	3.8228118E+000	1.9327736E+002
1.490505162346672E+003	3.8214676E+000	1.9328372E+002
1.490605162344145E+003	3.8249822E+000	1.9329646E+002
1.490705162341619E+003	3.8177443E+000	1.9322008E+002
1.490805162339093E+003	3.8252788E+000	1.9327101E+002
1.490905162336567E+003	3.8122668E+000	1.9324553E+002
1.491005162334041E+003	3.8167014E+000	1.9324553E+002
1.491105162331514E+003	3.8252947E+000	1.9322643E+002
1.491205162328988E+003	3.8216829E+000	1.9336012E+002
1.491305162326462E+003	3.8232417E+000	1.9324553E+002
1.491405162323936E+003	3.8210330E+000	1.9323280E+002
1.491505162321409E+003	3.8169532E+000	1.9323917E+002
1.491605162318883E+003	3.8080094E+000	1.9323280E+002
1.491705162316357E+003	3.8093505E+000	1.9325191E+002
1.491805162313831E+003	3.8079317E+000	1.9327101E+002
1.491905162311305E+003	3.8180885E+000	1.9323917E+002
1.492005162308778E+003	3.8131206E+000	1.9326463E+002
1.492105162306252E+003	3.8106580E+000	1.9323917E+002
1.492205162303726E+003	3.8211019E+000	1.9320097E+002
1.492305162301200E+003	3.8230066E+000	1.9330283E+002
1.492405162298674E+003	3.8147306E+000	1.9320732E+002
1.492505162296147E+003	3.8240407E+000	1.9318822E+002
1.492605162293621E+003	3.8216603E+000	1.9328372E+002
1.492705162291095E+003	3.8182786E+000	1.9326463E+002
1.492805162288569E+003	3.8153429E+000	1.9332193E+002
1.492905162286042E+003	3.8160183E+000	1.9332193E+002
1.493005162283516E+003	3.8152976E+000	1.9321370E+002
1.493105162280990E+003	3.8185930E+000	1.9329012E+002
1.493205162278464E+003	3.8313639E+000	1.9326463E+002
1.493305162275938E+003	3.8194714E+000	1.9322643E+002
1.493405162273411E+003	3.8158202E+000	1.9332193E+002
1.493505162270885E+003	3.8168590E+000	1.9315640E+002
1.493605162268359E+003	3.8239629E+000	1.9325826E+002
1.493705162265833E+003	3.8241732E+000	1.9327736E+002
1.493805162263307E+003	3.8196087E+000	1.9328372E+002
1.493905162260780E+003	3.8165789E+000	1.9327736E+002
1.494005162258254E+003	3.8192947E+000	1.9320097E+002
1.494105162255728E+003	3.8169038E+000	1.9326463E+002
1.494205162253202E+003	3.8168848E+000	1.9325826E+002
1.494305162250675E+003	3.8171182E+000	1.9325826E+002
1.494405162248149E+003	3.8138535E+000	1.9326463E+002
1.494505162245623E+003	3.8146250E+000	1.9323280E+002
1.494605162243097E+003	3.8119953E+000	1.9322643E+002
1.494705162240571E+003	3.8142805E+000	1.9322008E+002
1.494805162238044E+003	3.8080468E+000	1.9329012E+002
1.494905162235518E+003	3.8132155E+000	1.9328372E+002
1.495005162232992E+003	3.8048720E+000	1.9327101E+002
1.495105162230466E+003	3.8105567E+000	1.9327101E+002
1.495205162227940E+003	3.8097122E+000	1.9322643E+002
1.495305162225413E+003	3.8190391E+000	1.9326463E+002
1.495405162222887E+003	3.8119602E+000	1.9329646E+002
1.495505162220361E+003	3.8216643E+000	1.9324553E+002
1.495605162217835E+003	3.8204632E+000	1.9329012E+002
1.495705162215309E+003	3.8116336E+000	1.9323280E+002
1.495805162212782E+003	3.8062122E+000	1.9320097E+002
1.495905162210256E+003	3.8152478E+000	1.9324553E+002
1.496005162207730E+003	3.8109007E+000	1.9327736E+002
1.496105162205204E+003	3.8167641E+000	1.9327101E+002
1.496205162202677E+003	3.8193090E+000	1.9332829E+002
1.496305162200151E+003	3.8168089E+000	1.9330283E+002
1.496405162197625E+003	3.8126643E+000	1.9318822E+002
1.496505162195099E+003	3.8132899E+000	1.9327101E+002
1.496605162192573E+003	3.8146272E+000	1.9328372E+002
1.496705162190046E+003	3.8189313E+000	1.9325191E+002
1.496805162187520E+003	3.8195488E+000	1.9330920E+002
1.496905162184994E+003	3.8232093E+000	1.9331557E+002
1.497005162182468E+003	3.8221743E+000	1.9325826E+002
1.497105162179942E+003	3.8157415E+000	1.9326463E+002
1.497205162177415E+003	3.8210328E+000	1.9320097E+002
1.497305162174889E+003	3.8120172E+000	1.9322008E+002
1.497405162172363E+003	3.8065207E+000	1.9331557E+002
1.497505162169837E+003	3.8123028E+000	1.9326463E+002
1.497605162167310E+003	3.8124645E+000	1.9325191E+002
1.497705162164784E+003	3.8152781E+000	1.9330283E+002
1.497805162162258E+003	3.8171434E+000	1.9327101E+002
1.497905162159732E+003	3.8105061E+000	1.9323280E+002
1.498005162157206E+003	3.8087120E+000	1.9327101E+002
1.498105162154679E+003	3.8122129E+000	1.9329012E+002
1.498205162152153E+003	3.8145082E+000	1.9328372E+002
1.498305162149627E+003	3.8124180E+000	1.9321370E+002
1.498405162147101E+003	3.8167393E+000	1.9332193E+002
1.498505162144575E+003	3.8206804E+000	1.9329012E+002
1.498605162142048E+003	3.8151796E+000	1.9317551E+002
1.498705162139522E+003	3.8178785E+000	1.9323917E+002
1.498805162136996E+003	3.8200283E+000	1.9333467E+002
1.498905162134470E+003	3.8185520E+000	1.9320097E+002
1.499005162131944E+003	3.8223045E+000	1.9334740E+002
1.499105162129417E+003	3.8197792E+000	1.9329646E+002
1.499205162126891E+003	3.8150144E+000	1.9324553E+002
1.499305162124365E+003	3.8199785E+000	1.9327736E+002
1.499405162121839E+003	3.8133128E+000	1.9327736E+002
1.499505162119312E+003	3.8123972E+000	1.9320097E+002
1.499605162116786E+003	3.8014302E+000	1.9332193E+002
1.499705162114260E+003	3.8095725E+000	1.9328372E+002
1.499805162111734E+003	3.8147392E+000	1.9329012E+002
1.499905162109208E+003	3.8126385E+000	1.9321370E+002
1.500005162106681E+003	3.8137074E+000	1.9332193E+002
1.500105162104155E+003	3.8216333E+000	1.9328372E+002
1.500205162101629E+003	3.8185511E+000	1.9325826E+002
1.500305162099103E+003	3.8219125E+000	1.9322643E+002
1.500405162096577E+003	3.8261518E+000	1.9325826E+002
1.500505162094050E+003	3.8163867E+000	1.9332829E+002
1.500605162091524E+003	3.8085201E+000	1.9327736E+002
1.500705162088998E+003	3.8152862E+000	1.9322643E+002
1.500805162086472E+003	3.8232844E+000	1.9322643E+002
1.500905162083945E+003	3.8126037E+000	1.9325826E+002
1.501005162081419E+003	3.8168824E+000	1.9327736E+002
1.501105162078893E+003	3.8115284E+000	1.9325826E+002
1.501205162076367E+003	3.8153296E+000	1.9330283E+002
1.501305162073841E+003	3.8085530E+000	1.9324553E+002
1.501405162071314E+003	3.8152726E+000	1.9318187E+002
1.501505162068788E+003	3.8115473E+000	1.9317551E+002
1.501605162066262E+003	3.8171568E+000	1.9329646E+002
1.501705162063736E+003	3.8176436E+000	1.9326463E+002
1.501805162061210E+003	3.8059270E+000	1.9323280E+002
1.501905162058683E+003	3.8083367E+000	1.9332193E+002
1.502005162056157E+003	3.8137803E+000	1.9323917E+002
1.502105162053631E+003	3.8098750E+000	1.9325191E+002
1.502205162051105E+003	3.8126841E+000	1.9327101E+002
1.502305162048579E+003	3.8102071E+000	1.9322643E+002
1.502405162046052E+003	3.8146472E+000	1.9330920E+002
1.502505162043526E+003	3.8095906E+000	1.9330920E+002
1.502605162041000E+003	3.8141110E+000	1.9327736E+002
1.502705162038474E+003	3.8196688E+000	1.9323280E+002
1.502805162035947E+003	3.8104787E+000	1.9322643E+002
1.502905162033421E+003	3.8161588E+000	1.9326463E+002
1.503005162030895E+003	3.8169003E+000	1.9322643E+002
1.503105162028369E+003	3.8108206E+000	1.9330920E+002
1.503205162025843E+003	3.8129146E+000	1.9325826E+002
1.503305162023316E+003	3.8178239E+000	1.9327101E+002
1.503405162020790E+003	3.8106587E+000	1.9325191E+002
1.503505162018264E+003	3.8165700E+000	1.9326463E+002
1.503605162015738E+003	3.8085077E+000	1.9325826E+002
1.503705162013212E+003	3.8154898E+000	1.9331557E+002
1.503805162010685E+003	3.8129008E+000	1.9319460E+002
1.503905162008159E+003	3.8173327E+000	1.9327736E+002
1.504005162005633E+003	3.8156443E+000	1.9330920E+002
1.504105162003107E+003	3.8065519E+000	1.9323917E+002
1.504205162000580E+003	3.8070922E+000	1.9328372E+002
1.504305161998054E+003	3.8039999E+000	1.9328372E+002
1.504405161995528E+003	3.8074112E+000	1.9322643E+002
1.504505161993002E+003	3.8126688E+000	1.9329646E+002
1.504605161990476E+003	3.8129091E+000	1.9325191E+002
1.504705161987949E+003	3.8118646E+000	1.9330283E+002
1.504805161985423E+003	3.8084104E+000	1.9325191E+002
1.504905161982897E+003	3.8110733E+000	1.9328372E+002
1.505005161980371E+003	3.8123853E+000	1.9325191E+002
1.505105161977845E+003	3.8130388E+000	1.9322643E+002
1.505205161975318E+003	3.8099966E+000	1.9324553E+002
1.505305161972792E+003	3.8082235E+000	1.9321370E+002
1.505405161970266E+003	3.8119605E+000	1.9332193E+002
1.505505161967740E+003	3.8171051E+000	1.9324553E+002
1.505605161965213E+003	3.8151331E+000	1.9320732E+002
1.505705161962687E+003	3.8128052E+000	1.9323917E+002
1.505805161960161E+003	3.8178587E+000	1.9324553E+002
1.505905161957635E+003	3.8222072E+000	1.9329646E+002
1.506005161955109E+003	3.8174708E+000	1.9322008E+002
1.506105161952582E+003	3.8161855E+000	1.9327736E+002
1.506205161950056E+003	3.8194954E+000	1.9327736E+002
1.506305161947530E+003	3.8213952E+000	1.9320097E+002
1.506405161945004E+003	3.8202362E+000	1.9322008E+002
1.506505161942478E+003	3.8162174E+000	1.9319460E+002
1.506605161939951E+003	3.8145351E+000	1.9325826E+002
1.506705161937425E+003	3.8098543E+000	1.9327736E+002
1.506805161934899E+003	3.8060207E+000	1.9320732E+002
1.506905161932373E+003	3.8115454E+000	1.9328372E+002
1.507005161929847E+003	3.8131714E+000	1.9334103E+002
1.507105161927320E+003	3.8135681E+000	1.9327101E+002
1.507205161924794E+003	3.8087919E+000	1.9327101E+002
1.507305161922268E+003	3.8088934E+000	1.9322008E+002
1.507405161919742E+003	3.8084352E+000	1.9323280E+002
1.507505161917215E+003	3.8028815E+000	1.9329646E+002
1.507605161914689E+003	3.8110936E+000	1.9324553E+002
1.507705161912163E+003	3.8078775E+000	1.9330920E+002
1.507805161909637E+003	3.8060412E+000	1.9327736E+002
1.507905161907111E+003	3.8107440E+000	1.9333467E+002
1.508005161904584E+003	3.8080025E+000	1.9329646E+002
1.508105161902058E+003	3.8088524E+000	1.9321370E+002
1.508205161899532E+003	3.8068042E+000	1.9333467E+002
1.508305161897006E+003	3.8076742E+000	1.9327101E+002
1.508405161894480E+003	3.8059804E+000	1.9323917E+002
1.508505161891953E+003	3.8087461E+000	1.9321370E+002
1.508605161889427E+003	3.8106067E+000	1.9323280E+002
1.508705161886901E+003	3.8165047E+000	1.9328372E+002
1.508805161884375E+003	3.8161571E+000	1.9326463E+002
1.508905161881848E+003	3.8200836E+000	1.9316277E+002
1.509005161879322E+003	3.8238235E+000	1.9323917E+002
