time/s	<Ewe/V>	I/mA	
9.757803753497137E+002	4.5989842E+000	3.8683264E+002
9.758803753471875E+002	4.5951591E+000	3.8681989E+002
9.759803753446613E+002	4.5918608E+000	3.8674347E+002
9.760803753421351E+002	4.5913348E+000	3.8684537E+002
9.761803753396089E+002	4.5889201E+000	3.8677536E+002
9.762803753370827E+002	4.5902753E+000	3.8671164E+002
9.763803753345564E+002	4.5856814E+000	3.8680716E+002
9.764803753320302E+002	4.5830693E+000	3.8680716E+002
9.765803753295040E+002	4.5901465E+000	3.8680078E+002
9.766803753269778E+002	4.5932908E+000	3.8680078E+002
9.767803753244516E+002	4.5795927E+000	3.8680716E+002
9.768803753219254E+002	4.5864863E+000	3.8678168E+002
9.769803753193992E+002	4.5854883E+000	3.8679443E+002
9.770803753168730E+002	4.5794334E+000	3.8678806E+002
9.771803753143467E+002	4.5874662E+000	3.8676898E+002
9.772803753118205E+002	4.5869818E+000	3.8680716E+002
9.773803753092943E+002	4.5900049E+000	3.8676898E+002
9.774803753067681E+002	4.5797582E+000	3.8684537E+002
9.775803753042419E+002	4.5843124E+000	3.8671164E+002
9.776803753017157E+002	4.5809140E+000	3.8678168E+002
9.777803752991895E+002	4.5898390E+000	3.8680078E+002
9.778803752966633E+002	4.5843673E+000	3.8682626E+002
9.779803752941370E+002	4.5904450E+000	3.8676898E+002
9.780803752916108E+002	4.5926633E+000	3.8674985E+002
9.781803752890846E+002	4.5904751E+000	3.8678806E+002
9.782803752865584E+002	4.5805116E+000	3.8682626E+002
9.783803752840322E+002	4.5888567E+000	3.8683899E+002
9.784803752815060E+002	4.5824962E+000	3.8677536E+002
9.785803752789798E+002	4.5763268E+000	3.8683899E+002
9.786803752764536E+002	4.5822096E+000	3.8683264E+002
9.787803752739273E+002	4.5920148E+000	3.8676898E+002
9.788803752714011E+002	4.5895095E+000	3.8676257E+002
9.789803752688749E+002	4.5897455E+000	3.8678168E+002
9.790803752663487E+002	4.5870986E+000	3.8676898E+002
9.791803752638225E+002	4.5854192E+000	3.8679443E+002
9.792803752612963E+002	4.5909305E+000	3.8680716E+002
9.793803752587701E+002	4.5979695E+000	3.8678168E+002
9.794803752562439E+002	4.5855908E+000	3.8680078E+002
9.795803752537176E+002	4.5792651E+000	3.8685809E+002
9.796803752511914E+002	4.5890198E+000	3.8678806E+002
9.797803752486652E+002	4.5825677E+000	3.8679443E+002
9.798803752461390E+002	4.5812259E+000	3.8678168E+002
9.799803752436128E+002	4.5883327E+000	3.8677536E+002
9.800803752410866E+002	4.5842376E+000	3.8675623E+002
9.801803752385604E+002	4.5875049E+000	3.8680078E+002
9.802803752360342E+002	4.5889487E+000	3.8680078E+002
9.803803752335079E+002	4.5940223E+000	3.8673077E+002
9.804803752309817E+002	4.5941563E+000	3.8680716E+002
9.805803752284555E+002	4.5947385E+000	3.8680716E+002
9.806803752259293E+002	4.5887818E+000	3.8669257E+002
9.807803752234031E+002	4.5898795E+000	3.8682626E+002
9.808803752208769E+002	4.5938330E+000	3.8680078E+002
9.809803752183507E+002	4.5898771E+000	3.8671802E+002
9.810803752158245E+002	4.5777378E+000	3.8680078E+002
9.811803752132982E+002	4.5816259E+000	3.8687720E+002
9.812803752107720E+002	4.5819688E+000	3.8679443E+002
9.813803752082458E+002	4.5736628E+000	3.8676898E+002
9.814803752057196E+002	4.5785160E+000	3.8681357E+002
9.815803752031934E+002	4.5828681E+000	3.8680716E+002
9.816803752006672E+002	4.5837355E+000	3.8674985E+002
9.817803751981410E+002	4.5849829E+000	3.8683899E+002
9.818803751956148E+002	4.5957627E+000	3.8669257E+002
9.819803751930885E+002	4.5916061E+000	3.8676257E+002
9.820803751905623E+002	4.5882854E+000	3.8671802E+002
9.821803751880361E+002	4.5790806E+000	3.8680078E+002
9.822803751855099E+002	4.5769882E+000	3.8676898E+002
9.823803751829837E+002	4.5851340E+000	3.8679443E+002
9.824803751804575E+002	4.5936570E+000	3.8676257E+002
9.825803751779313E+002	4.5889144E+000	3.8677536E+002
9.826803751754051E+002	4.5910826E+000	3.8683899E+002
9.827803751728788E+002	4.5779023E+000	3.8681989E+002
9.828803751703526E+002	4.5833282E+000	3.8673077E+002
9.829803751678264E+002	4.5798225E+000	3.8682626E+002
9.830803751653002E+002	4.5850968E+000	3.8676257E+002
9.831803751627740E+002	4.5763187E+000	3.8680716E+002
9.832803751602478E+002	4.5902052E+000	3.8680078E+002
9.833803751577216E+002	4.5756102E+000	3.8680078E+002
9.834803751551954E+002	4.5810199E+000	3.8680716E+002
9.835803751526691E+002	4.5748525E+000	3.8673715E+002
9.836803751501429E+002	4.5812116E+000	3.8676257E+002
9.837803751476167E+002	4.5819597E+000	3.8678806E+002
9.838803751450905E+002	4.5858712E+000	3.8676257E+002
9.839803751425643E+002	4.5841103E+000	3.8674985E+002
9.840803751400381E+002	4.5795546E+000	3.8681989E+002
9.841803751375119E+002	4.5796967E+000	3.8675623E+002
9.842803751349857E+002	4.5833015E+000	3.8682626E+002
9.843803751324594E+002	4.5823321E+000	3.8673077E+002
9.844803751299332E+002	4.5898037E+000	3.8679443E+002
9.845803751274070E+002	4.5940447E+000	3.8680078E+002
9.846803751248808E+002	4.5928774E+000	3.8676257E+002
9.847803751223546E+002	4.5914493E+000	3.8676257E+002
9.848803751198284E+002	4.5836062E+000	3.8684537E+002
9.849803751173022E+002	4.5871420E+000	3.8680078E+002
9.850803751147760E+002	4.5902290E+000	3.8672440E+002
9.851803751122497E+002	4.5984683E+000	3.8673715E+002
9.852803751097235E+002	4.5958295E+000	3.8678806E+002
9.853803751071973E+002	4.5992279E+000	3.8676898E+002
9.854803751046711E+002	4.5943398E+000	3.8680078E+002
9.855803751021449E+002	4.5982523E+000	3.8683899E+002
9.856803750996187E+002	4.5939679E+000	3.8674985E+002
9.857803750970925E+002	4.5948858E+000	3.8679443E+002
9.858803750945663E+002	4.5936556E+000	3.8674985E+002
9.859803750920400E+002	4.5914631E+000	3.8676257E+002
9.860803750895138E+002	4.5827670E+000	3.8681357E+002
9.861803750869876E+002	4.5751700E+000	3.8671802E+002
9.862803750844614E+002	4.5821843E+000	3.8677536E+002
9.863803750819352E+002	4.5793600E+000	3.8689627E+002
9.864803750794090E+002	4.5755382E+000	3.8675623E+002
9.865803750768828E+002	4.5901980E+000	3.8676898E+002
9.866803750743566E+002	4.5928936E+000	3.8678806E+002
9.867803750718303E+002	4.5817442E+000	3.8672440E+002
9.868803750693041E+002	4.5784650E+000	3.8674347E+002
9.869803750667779E+002	4.5781989E+000	3.8676257E+002
9.870803750642517E+002	4.5693545E+000	3.8674985E+002
9.871803750617255E+002	4.5707459E+000	3.8673077E+002
9.872803750591993E+002	4.5794897E+000	3.8676898E+002
9.873803750566731E+002	4.5858021E+000	3.8679443E+002
9.874803750541469E+002	4.5853720E+000	3.8677536E+002
9.875803750516206E+002	4.5909214E+000	3.8682626E+002
9.876803750490944E+002	4.5801358E+000	3.8681357E+002
9.877803750465682E+002	4.5847874E+000	3.8680078E+002
9.878803750440420E+002	4.5840912E+000	3.8678168E+002
9.879803750415158E+002	4.5887942E+000	3.8682626E+002
9.880803750389896E+002	4.5857148E+000	3.8680078E+002
9.881803750364634E+002	4.5886049E+000	3.8680078E+002
9.882803750339372E+002	4.5842981E+000	3.8677536E+002
9.883803750314109E+002	4.5841193E+000	3.8669894E+002
9.884803750288847E+002	4.5807018E+000	3.8678168E+002
9.885803750263585E+002	4.5895176E+000	3.8681989E+002
9.886803750238323E+002	4.5808249E+000	3.8682626E+002
9.887803750213061E+002	4.5860934E+000	3.8677536E+002
9.888803750187799E+002	4.5917840E+000	3.8684537E+002
9.889803750162537E+002	4.5908551E+000	3.8673077E+002
9.890803750137275E+002	4.5814099E+000	3.8678168E+002
9.891803750112012E+002	4.5782433E+000	3.8681989E+002
9.892803750086750E+002	4.5846729E+000	3.8678806E+002
9.893803750061488E+002	4.5873303E+000	3.8673715E+002
9.894803750036226E+002	4.5803885E+000	3.8681989E+002
9.895803750010964E+002	4.5880585E+000	3.8678168E+002
9.896803749985702E+002	4.5929327E+000	3.8678806E+002
9.897803749960440E+002	4.5903969E+000	3.8673077E+002
9.898803749935178E+002	4.5911126E+000	3.8676257E+002
9.899803749909916E+002	4.5845523E+000	3.8680078E+002
9.900803749884653E+002	4.5831733E+000	3.8680716E+002
9.901803749859391E+002	4.5785522E+000	3.8680078E+002
9.902803749834129E+002	4.5819197E+000	3.8680716E+002
9.903803749808867E+002	4.5787406E+000	3.8678168E+002
9.904803749783605E+002	4.5844383E+000	3.8685175E+002
9.905803749758343E+002	4.5762286E+000	3.8674347E+002
9.906803749733081E+002	4.5860252E+000	3.8677536E+002
9.907803749707819E+002	4.5924988E+000	3.8681989E+002
9.908803749682556E+002	4.5849767E+000	3.8679443E+002
9.909803749657294E+002	4.5879436E+000	3.8681989E+002
9.910803749632032E+002	4.5841208E+000	3.8673077E+002
9.911803749606770E+002	4.5848312E+000	3.8683899E+002
9.912803749581508E+002	4.5749760E+000	3.8678806E+002
9.913803749556246E+002	4.5821342E+000	3.8674985E+002
9.914803749530984E+002	4.5691667E+000	3.8678168E+002
9.915803749505722E+002	4.5868096E+000	3.8677536E+002
9.916803749480459E+002	4.5802593E+000	3.8677536E+002
9.917803749455197E+002	4.5928798E+000	3.8674347E+002
9.918803749429935E+002	4.5854483E+000	3.8673077E+002
9.919803749404673E+002	4.5869126E+000	3.8678806E+002
9.920803749379411E+002	4.5840530E+000	3.8676257E+002
9.921803749354149E+002	4.5930419E+000	3.8674985E+002
9.922803749328887E+002	4.5753837E+000	3.8684537E+002
9.923803749303625E+002	4.5790496E+000	3.8677536E+002
9.924803749278362E+002	4.5848880E+000	3.8681357E+002
9.925803749253100E+002	4.5791101E+000	3.8681989E+002
9.926803749227838E+002	4.5813398E+000	3.8675623E+002
9.927803749202576E+002	4.5864921E+000	3.8673077E+002
9.928803749177314E+002	4.5834508E+000	3.8674985E+002
9.929803749152052E+002	4.5831652E+000	3.8688992E+002
9.930803749126790E+002	4.5843072E+000	3.8674347E+002
9.931803749101528E+002	4.5786557E+000	3.8679443E+002
9.932803749076265E+002	4.5827374E+000	3.8682626E+002
9.933803749051003E+002	4.5864086E+000	3.8677536E+002
9.934803749025741E+002	4.5815973E+000	3.8673077E+002
9.935803749000479E+002	4.5809450E+000	3.8674985E+002
9.936803748975217E+002	4.5767221E+000	3.8680078E+002
9.937803748949955E+002	4.5748854E+000	3.8676257E+002
9.938803748924693E+002	4.5792007E+000	3.8679443E+002
9.939803748899431E+002	4.5828743E+000	3.8675623E+002
9.940803748874168E+002	4.5848188E+000	3.8677536E+002
9.941803748848906E+002	4.5794935E+000	3.8685809E+002
9.942803748823644E+002	4.5806289E+000	3.8676898E+002
9.943803748798382E+002	4.5887165E+000	3.8682626E+002
9.944803748773120E+002	4.5784564E+000	3.8678806E+002
9.945803748747858E+002	4.5843115E+000	3.8680078E+002
9.946803748722596E+002	4.5913620E+000	3.8676257E+002
9.947803748697334E+002	4.5954914E+000	3.8675623E+002
9.948803748672071E+002	4.5861959E+000	3.8680078E+002
9.949803748646809E+002	4.5833030E+000	3.8678168E+002
9.950803748621547E+002	4.5879102E+000	3.8672440E+002
9.951803748596285E+002	4.5811858E+000	3.8671802E+002
9.952803748571023E+002	4.5819874E+000	3.8675623E+002
9.953803748545761E+002	4.5950842E+000	3.8683899E+002
9.954803748520499E+002	4.5899129E+000	3.8680716E+002
9.955803748495237E+002	4.5956388E+000	3.8674985E+002
9.956803748469974E+002	4.5962057E+000	3.8681989E+002
9.957803748444712E+002	4.5940619E+000	3.8676257E+002
9.958803748419450E+002	4.5872283E+000	3.8681989E+002
9.959803748394188E+002	4.5902538E+000	3.8680078E+002
9.960803748368926E+002	4.5951562E+000	3.8676257E+002
9.961803748343664E+002	4.5971923E+000	3.8671164E+002
9.962803748318402E+002	4.5854788E+000	3.8678806E+002
9.963803748293140E+002	4.5828981E+000	3.8674985E+002
9.964803748267877E+002	4.5823860E+000	3.8681357E+002
9.965803748242615E+002	4.5815854E+000	3.8677536E+002
9.966803748217353E+002	4.5790377E+000	3.8674347E+002
9.967803748192091E+002	4.5863409E+000	3.8674347E+002
9.968803748166829E+002	4.5885253E+000	3.8676898E+002
9.969803748141567E+002	4.5900798E+000	3.8673715E+002
9.970803748116305E+002	4.5794039E+000	3.8674347E+002
9.971803748091043E+002	4.5869675E+000	3.8676898E+002
9.972803748065780E+002	4.5912089E+000	3.8681357E+002
9.973803748040518E+002	4.5857711E+000	3.8678168E+002
9.974803748015256E+002	4.5915380E+000	3.8676257E+002
9.975803747989994E+002	4.5905814E+000	3.8674347E+002
9.976803747964732E+002	4.5931573E+000	3.8669894E+002
9.977803747939470E+002	4.5866771E+000	3.8674347E+002
9.978803747914208E+002	4.5861254E+000	3.8677536E+002
9.979803747888946E+002	4.5858350E+000	3.8678168E+002
9.980803747863683E+002	4.5814443E+000	3.8669894E+002
9.981803747838421E+002	4.5793118E+000	3.8680078E+002
9.982803747813159E+002	4.5799141E+000	3.8679443E+002
9.983803747787897E+002	4.5823197E+000	3.8679443E+002
9.984803747762635E+002	4.5810547E+000	3.8678168E+002
9.985803747737373E+002	4.5776238E+000	3.8679443E+002
9.986803747712111E+002	4.5797858E+000	3.8674985E+002
9.987803747686849E+002	4.5867071E+000	3.8681357E+002
9.988803747661586E+002	4.5769963E+000	3.8678168E+002
9.989803747636324E+002	4.5840764E+000	3.8685809E+002
9.990803747611062E+002	4.5751667E+000	3.8673077E+002
9.991803747585800E+002	4.5789518E+000	3.8684537E+002
9.992803747560538E+002	4.5702729E+000	3.8676898E+002
9.993803747535276E+002	4.5819111E+000	3.8675623E+002
9.994803747510014E+002	4.5739307E+000	3.8681989E+002
9.995803747484752E+002	4.5831847E+000	3.8674985E+002
9.996803747459489E+002	4.5858045E+000	3.8675623E+002
9.997803747434227E+002	4.5783381E+000	3.8680078E+002
9.998803747408965E+002	4.5846272E+000	3.8681989E+002
9.999803747383703E+002	4.5766010E+000	3.8680078E+002
1.000080374735844E+003	4.5812502E+000	3.8670529E+002
1.000180374733318E+003	4.5801225E+000	3.8675623E+002
1.000280374730792E+003	4.5800843E+000	3.8674347E+002
1.000380374728265E+003	4.5833430E+000	3.8679443E+002
1.000480374725739E+003	4.5872831E+000	3.8672440E+002
1.000580374723213E+003	4.5957541E+000	3.8676898E+002
1.000680374720687E+003	4.5836277E+000	3.8674985E+002
1.000780374718161E+003	4.5876493E+000	3.8678168E+002
1.000880374715634E+003	4.5886626E+000	3.8678806E+002
1.000980374713108E+003	4.5905018E+000	3.8678806E+002
1.001080374710582E+003	4.5908089E+000	3.8676257E+002
1.001180374708056E+003	4.5913162E+000	3.8679443E+002
1.001280374705530E+003	4.5863066E+000	3.8673715E+002
1.001380374703003E+003	4.5887341E+000	3.8674347E+002
1.001480374700477E+003	4.5729175E+000	3.8676898E+002
1.001580374697951E+003	4.5796928E+000	3.8673077E+002
1.001680374695425E+003	4.5738592E+000	3.8678806E+002
1.001780374692898E+003	4.5831566E+000	3.8676898E+002
1.001880374690372E+003	4.5723600E+000	3.8678806E+002
1.001980374687846E+003	4.5860114E+000	3.8676898E+002
1.002080374685320E+003	4.5728097E+000	3.8664798E+002
1.002180374682794E+003	4.5924735E+000	3.8674347E+002
1.002280374680267E+003	4.5765395E+000	3.8677536E+002
1.002380374677741E+003	4.5815225E+000	3.8676257E+002
1.002480374675215E+003	4.5867000E+000	3.8667984E+002
1.002580374672689E+003	4.5871000E+000	3.8668619E+002
1.002680374670163E+003	4.5729828E+000	3.8671802E+002
1.002780374667636E+003	4.5807419E+000	3.8681989E+002
1.002880374665110E+003	4.5802360E+000	3.8677536E+002
1.002980374662584E+003	4.5804629E+000	3.8681357E+002
1.003080374660058E+003	4.5817928E+000	3.8682626E+002
1.003180374657532E+003	4.5775099E+000	3.8675623E+002
1.003280374655005E+003	4.5838823E+000	3.8674985E+002
1.003380374652479E+003	4.5807014E+000	3.8677536E+002
1.003480374649953E+003	4.5859137E+000	3.8675623E+002
1.003580374647427E+003	4.5861015E+000	3.8682626E+002
1.003680374644900E+003	4.5881038E+000	3.8674985E+002
1.003780374642374E+003	4.5947742E+000	3.8673715E+002
1.003880374639848E+003	4.5945311E+000	3.8678806E+002
1.003980374637322E+003	4.5930262E+000	3.8671802E+002
1.004080374634796E+003	4.5783710E+000	3.8680078E+002
1.004180374632269E+003	4.5779462E+000	3.8677536E+002
1.004280374629743E+003	4.5807433E+000	3.8673715E+002
1.004380374627217E+003	4.5839581E+000	3.8678168E+002
1.004480374624691E+003	4.5814872E+000	3.8677536E+002
1.004580374622165E+003	4.5807843E+000	3.8676898E+002
1.004680374619638E+003	4.5850420E+000	3.8680078E+002
1.004780374617112E+003	4.5746160E+000	3.8674347E+002
1.004880374614586E+003	4.5786767E+000	3.8677536E+002
1.004980374612060E+003	4.5784807E+000	3.8685809E+002
1.005080374609533E+003	4.5855184E+000	3.8681989E+002
1.005180374607007E+003	4.5774817E+000	3.8678168E+002
1.005280374604481E+003	4.5771565E+000	3.8670529E+002
1.005380374601955E+003	4.5771046E+000	3.8672440E+002
1.005480374599429E+003	4.5777407E+000	3.8675623E+002
1.005580374596902E+003	4.5756459E+000	3.8673077E+002
1.005680374594376E+003	4.5827432E+000	3.8677536E+002
1.005780374591850E+003	4.5795913E+000	3.8679443E+002
1.005880374589324E+003	4.5809717E+000	3.8674985E+002
1.005980374586798E+003	4.5796990E+000	3.8674347E+002
1.006080374584271E+003	4.5701537E+000	3.8675623E+002
1.006180374581745E+003	4.5723038E+000	3.8677536E+002
1.006280374579219E+003	4.5731988E+000	3.8680078E+002
1.006380374576693E+003	4.5720177E+000	3.8681989E+002
1.006480374574166E+003	4.5697680E+000	3.8673077E+002
1.006580374571640E+003	4.5694575E+000	3.8677536E+002
1.006680374569114E+003	4.5684752E+000	3.8682626E+002
1.006780374566588E+003	4.5721283E+000	3.8680716E+002
1.006880374564062E+003	4.5759611E+000	3.8677536E+002
1.006980374561535E+003	4.5757523E+000	3.8676257E+002
1.007080374559009E+003	4.5784521E+000	3.8677536E+002
1.007180374556483E+003	4.5770316E+000	3.8675623E+002
1.007280374553957E+003	4.5783935E+000	3.8673715E+002
1.007380374551431E+003	4.5788808E+000	3.8672440E+002
1.007480374548904E+003	4.5835323E+000	3.8680078E+002
1.007580374546378E+003	4.5850439E+000	3.8680716E+002
1.007680374543852E+003	4.5817280E+000	3.8680078E+002
1.007780374541326E+003	4.5753622E+000	3.8680716E+002
1.007880374538800E+003	4.5854383E+000	3.8673077E+002
1.007980374536273E+003	4.5839891E+000	3.8681989E+002
1.008080374533747E+003	4.5815845E+000	3.8681989E+002
1.008180374531221E+003	4.5835695E+000	3.8674985E+002
1.008280374528695E+003	4.5843272E+000	3.8676898E+002
1.008380374526168E+003	4.5897226E+000	3.8680078E+002
1.008480374523642E+003	4.5832510E+000	3.8674985E+002
1.008580374521116E+003	4.5794454E+000	3.8673715E+002
1.008680374518590E+003	4.5855498E+000	3.8685175E+002
1.008780374516064E+003	4.5866194E+000	3.8676898E+002
1.008880374513537E+003	4.5756941E+000	3.8679443E+002
1.008980374511011E+003	4.5844703E+000	3.8683264E+002
1.009080374508485E+003	4.5873556E+000	3.8680078E+002
1.009180374505959E+003	4.5833502E+000	3.8681989E+002
1.009280374503433E+003	4.5767117E+000	3.8676898E+002
1.009380374500906E+003	4.5804486E+000	3.8680078E+002
1.009480374498380E+003	4.5794544E+000	3.8673715E+002
1.009580374495854E+003	4.5768046E+000	3.8679443E+002
1.009680374493328E+003	4.5754695E+000	3.8681357E+002
1.009780374490801E+003	4.5714517E+000	3.8686447E+002
1.009880374488275E+003	4.5735941E+000	3.8674985E+002
1.009980374485749E+003	4.5756111E+000	3.8683264E+002
1.010080374483223E+003	4.5727882E+000	3.8685809E+002
1.010180374480697E+003	4.5742521E+000	3.8672440E+002
1.010280374478170E+003	4.5778384E+000	3.8678806E+002
1.010380374475644E+003	4.5826035E+000	3.8680716E+002
1.010480374473118E+003	4.5882649E+000	3.8673715E+002
1.010580374470592E+003	4.5733390E+000	3.8681357E+002
1.010680374468066E+003	4.5789709E+000	3.8685175E+002
1.010780374465539E+003	4.5665779E+000	3.8674985E+002
1.010880374463013E+003	4.5756731E+000	3.8679443E+002
1.010980374460487E+003	4.5814428E+000	3.8677536E+002
1.011080374457961E+003	4.5792422E+000	3.8678168E+002
1.011180374455435E+003	4.5717111E+000	3.8678806E+002
1.011280374452908E+003	4.5708222E+000	3.8681357E+002
1.011380374450382E+003	4.5714760E+000	3.8682626E+002
1.011480374447856E+003	4.5656815E+000	3.8672440E+002
1.011580374445330E+003	4.5682511E+000	3.8678168E+002
1.011680374442803E+003	4.5737467E+000	3.8677536E+002
1.011780374440277E+003	4.5735264E+000	3.8680716E+002
1.011880374437751E+003	4.5799456E+000	3.8680716E+002
1.011980374435225E+003	4.5770650E+000	3.8678806E+002
1.012080374432699E+003	4.5752382E+000	3.8678806E+002
1.012180374430172E+003	4.5773973E+000	3.8683899E+002
1.012280374427646E+003	4.5773678E+000	3.8678806E+002
1.012380374425120E+003	4.5801506E+000	3.8680078E+002
1.012480374422594E+003	4.5752349E+000	3.8680078E+002
1.012580374420068E+003	4.5754080E+000	3.8678806E+002
1.012680374417541E+003	4.5739388E+000	3.8674985E+002
1.012780374415015E+003	4.5769186E+000	3.8680716E+002
1.012880374412489E+003	4.5873632E+000	3.8681989E+002
1.012980374409963E+003	4.5854917E+000	3.8672440E+002
1.013080374407436E+003	4.5805850E+000	3.8670529E+002
1.013180374404910E+003	4.5803814E+000	3.8679443E+002
1.013280374402384E+003	4.5770855E+000	3.8674347E+002
1.013380374399858E+003	4.5779419E+000	3.8673077E+002
1.013480374397332E+003	4.5788598E+000	3.8675623E+002
1.013580374394805E+003	4.5835328E+000	3.8676257E+002
1.013680374392279E+003	4.5804462E+000	3.8680078E+002
1.013780374389753E+003	4.5808067E+000	3.8682626E+002
1.013880374387227E+003	4.5833669E+000	3.8679443E+002
1.013980374384701E+003	4.5738478E+000	3.8667346E+002
1.014080374382174E+003	4.5733232E+000	3.8675623E+002
1.014180374379648E+003	4.5756288E+000	3.8680078E+002
1.014280374377122E+003	4.5725427E+000	3.8676257E+002
1.014380374374596E+003	4.5744953E+000	3.8675623E+002
1.014480374372069E+003	4.5765004E+000	3.8683264E+002
1.014580374369543E+003	4.5875683E+000	3.8683264E+002
1.014680374367017E+003	4.5819798E+000	3.8676898E+002
1.014780374364491E+003	4.5841274E+000	3.8684537E+002
1.014880374361965E+003	4.5801959E+000	3.8684537E+002
1.014980374359438E+003	4.5830503E+000	3.8683899E+002
1.015080374356912E+003	4.5770350E+000	3.8668619E+002
1.015180374354386E+003	4.5796547E+000	3.8685175E+002
1.015280374351860E+003	4.5800438E+000	3.8680716E+002
1.015380374349334E+003	4.5807538E+000	3.8682626E+002
1.015480374346807E+003	4.5746698E+000	3.8680078E+002
1.015580374344281E+003	4.5885453E+000	3.8683899E+002
1.015680374341755E+003	4.5807657E+000	3.8681357E+002
1.015780374339229E+003	4.5862789E+000	3.8674985E+002
1.015880374336703E+003	4.5758762E+000	3.8676257E+002
1.015980374334176E+003	4.5678053E+000	3.8678168E+002
1.016080374331650E+003	4.5676184E+000	3.8676898E+002
1.016180374329124E+003	4.5739040E+000	3.8680078E+002
1.016280374326598E+003	4.5724764E+000	3.8674985E+002
1.016380374324071E+003	4.5696597E+000	3.8673715E+002
1.016480374321545E+003	4.5764141E+000	3.8681989E+002
1.016580374319019E+003	4.5736957E+000	3.8682626E+002
1.016680374316493E+003	4.5756841E+000	3.8677536E+002
1.016780374313967E+003	4.5832205E+000	3.8671802E+002
1.016880374311440E+003	4.5737152E+000	3.8682626E+002
1.016980374308914E+003	4.5782828E+000	3.8680078E+002
1.017080374306388E+003	4.5655999E+000	3.8677536E+002
1.017180374303862E+003	4.5705090E+000	3.8678806E+002
1.017280374301336E+003	4.5645962E+000	3.8680078E+002
1.017380374298809E+003	4.5684757E+000	3.8678806E+002
1.017480374296283E+003	4.5633459E+000	3.8673715E+002
